ID,Name,Category,Reference,Guideline
GCP.AIML.8,Optimize model training processes,Optimize AI and ML Workloads,https://docs.cloud.google.com/architecture/framework/sustainability/ai-ml-energy-efficiency#optimize_model_training_processes,"Reduce wasted training compute with early stopping once validation performance plateaus, efficient data pipelines that keep accelerators fed, and smarter hyperparameter search such as Bayesian optimization."
GCP.AIML.9,Improve inference efficiency,Optimize AI and ML Workloads,https://docs.cloud.google.com/architecture/framework/sustainability/ai-ml-energy-efficiency#improve_inference_efficiency,"Batch inference requests for parallel processing and use multi-layer caching, including key-value and semantic caches, to avoid recomputing results."
GCP.AIML.10,Measure and monitor,Optimize AI and ML Workloads,https://docs.cloud.google.com/architecture/framework/sustainability/ai-ml-energy-efficiency#measure_and_monitor,"Track token usage, energy consumption, and carbon footprint of AI workloads, and monitor production models for drift so optimizations can be correlated with impact."
GCP.AIML.11,Implement carbon-aware scheduling,Optimize AI and ML Workloads,https://docs.cloud.google.com/architecture/framework/sustainability/ai-ml-energy-efficiency#implement_carbon-aware_scheduling,Run resource-intensive ML pipeline jobs in the cleanest available regions and during the times when the local grid has the most carbon-free energy.
GCP.AIML.12,Optimize data pipelines,Optimize AI and ML Workloads,https://docs.cloud.google.com/architecture/framework/sustainability/ai-ml-energy-efficiency#optimize_data_pipelines,"Use managed data-processing services such as Dataflow or Managed Service for Apache Spark to prepare training data efficiently, so expensive compute isn't left idle waiting on data."
GCP.AIML.13,Embrace MLOps,Optimize AI and ML Workloads,https://docs.cloud.google.com/architecture/framework/sustainability/ai-ml-energy-efficiency#embrace_mlops,"Automate the ML lifecycle so models are continuously monitored, validated, and redeployed only when needed, avoiding unnecessary retraining."
GCP.AIML.14,Use managed services,Optimize AI and ML Workloads,https://docs.cloud.google.com/architecture/framework/sustainability/ai-ml-energy-efficiency#use_managed_services,"Offload resource management to managed AI platforms that provide built-in hyperparameter tuning and resource optimization, reducing the overhead of running efficient infrastructure yourself."
GCP.RESOURCE.1,Use horizontal scaling,Optimize Resource Usage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-resource-usage#use_horizontal_scaling,"Scale out by adding instances rather than scaling up a single instance's size, since horizontal scaling distributes load more efficiently and adapts better to variable demand."
GCP.RESOURCE.2,Configure appropriate scaling policies,Optimize Resource Usage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-resource-usage#configure_appropriate_scaling_policies,"Base autoscaling on custom metrics and thresholds tailored to the application rather than CPU utilization alone, to avoid scaling thrash and overprovisioning."
GCP.RESOURCE.3,Combine reactive and proactive scaling,Optimize Resource Usage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-resource-usage#combine_reactive_and_proactive_scaling,"Pair reactive autoscaling for unpredictable spikes with scheduled autoscaling for known, predictable demand patterns."
GCP.RESOURCE.4,Design stateless applications,Optimize Resource Usage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-resource-usage#design_stateless_applications,"Keep session state in an external store, such as Redis, rather than on the compute instance itself, so instances can be added or removed freely during scaling."
GCP.RESOURCE.5,Schedule for low carbon intensity,Optimize Resource Usage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-resource-usage#schedule_for_low_carbon_intensity,"Time batch jobs to run in cleaner regions and during periods of abundant renewable energy, using the Carbon Footprint report to find optimal windows."
GCP.RESOURCE.6,Use Spot VMs for noncritical workloads,Optimize Resource Usage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-resource-usage#spot-vms,"Run fault-tolerant, non-critical batch jobs on discounted Spot VM capacity instead of provisioning dedicated resources."
GCP.RESOURCE.7,Consolidate and parallelize jobs,Optimize Resource Usage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-resource-usage#consolidate_and_parallelize_jobs,"Group similar jobs into larger batches, for example with Batch, to reduce per-job startup and shutdown overhead and keep infrastructure better utilized."
GCP.RESOURCE.8,Use managed services,Optimize Resource Usage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-resource-usage#use_managed_services,"Let services like Batch and Dataflow provision and scale resources automatically based on workload volume, eliminating idle capacity."
GCP.RESOURCE.9,Match VM machine families to workload requirements,Optimize Resource Usage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-resource-usage#match_vm_machine_families_to_workload_requirements,"Pick the machine family -- general-purpose, compute-, memory-, storage-, or accelerator-optimized -- that best fits the workload's actual resource profile."
GCP.RESOURCE.10,Upgrade to the latest machine types,Optimize Resource Usage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-resource-usage#upgrade_to_the_latest_machine_types,Move to newer processor generations with better power management and higher performance-per-watt to cut both energy use and task completion time.
GCP.RESOURCE.11,Leverage the scale-to-zero capability of Cloud Run,Optimize Resource Usage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-resource-usage#cloud-run-scale-to-zero,"Deploy intermittent or event-driven services on Cloud Run so they scale down to zero instances when idle, eliminating energy waste from unused capacity."
GCP.RESOURCE.12,Automate resource optimization using GKE,Optimize Resource Usage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-resource-usage#gke-resource-optimization,"Use GKE's bin packing, horizontal and vertical pod autoscaling, and topology-aware scheduling to maximize node utilization and cut wasted energy."
GCP.RESOURCE.13,Configure carbon-aware scheduling,Optimize Resource Usage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-resource-usage#configure_carbon-aware_scheduling,"Combine geographic shifting to cleaner regions with temporal shifting to periods of higher renewable availability, guided by real-time grid carbon-intensity data."
GCP.RESOURCE.14,Optimize for cold start efficiency,Optimize Resource Usage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-resource-usage#optimize_for_cold_start_efficiency,"Keep disaster-recovery resources turned off or scaled to zero, use serverless failover, and automate recovery via infrastructure-as-code instead of maintaining always-on warm standby capacity."
GCP.RESOURCE.15,Balance redundancy and utilization,Optimize Resource Usage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-resource-usage#balance_redundancy_and_utilization,"Prefer active-active architectures over active-passive, and replicate data only when genuinely required, so redundant systems don't sit idle wasting energy."
GCP.SOFTWARE.1,Eliminate redundant logic and feature bloat,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#write_lean_focused_code,"Implement only the functionality that provides measurable user value, and regularly audit applications to find and remove features that add computational overhead without real benefit."
GCP.SOFTWARE.2,Refactor,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#write_lean_focused_code,"Periodically revisit and simplify code that has accumulated unused branches or dead paths, rather than letting inefficiencies persist indefinitely."
GCP.SOFTWARE.3,Avoid unnecessary operations,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#write_lean_focused_code,"Defer computation until a result is actually needed, using techniques like lazy evaluation so unused work is never performed."
GCP.SOFTWARE.4,Prioritize code readability and reusability,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#write_lean_focused_code,"Follow the DRY principle and write clear, reusable code to minimize duplicated logic, which also reduces the effort -- and associated emissions -- of ongoing development and maintenance."
GCP.SOFTWARE.5,Cache frequent data,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#use_backend_caching,"Keep frequently accessed data in a fast, temporary store such as Memorystore to cut down on repeated database queries and disk I/O."
GCP.SOFTWARE.6,Cache API responses,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#use_backend_caching,Cache the results of frequent API calls to avoid repeating the same costly network requests and computation.
GCP.SOFTWARE.7,Prioritize in-memory caching,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#use_backend_caching,Favor high-speed RAM-based caches over persistent storage to sidestep slow disk I/O and complex database lookups.
GCP.SOFTWARE.8,Select appropriate cache-write strategies,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#use_backend_caching,"Choose write-through caching to boost cache-hit rates and cut reads, or write-back caching for write-heavy workloads to reduce immediate database load."
GCP.SOFTWARE.9,Use smart eviction policies,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#use_backend_caching,"Apply TTL, LRU, or LFU eviction so stale entries are removed and cache space stays available for the data that's actually being requested."
GCP.SOFTWARE.10,Focus on reducing complexity,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#choose_algorithms_for_optimal_time_complexity,"Evaluate an algorithm's theoretical time and space complexity, not just observed runtime, when choosing an approach that minimizes resource consumption."
GCP.SOFTWARE.11,Avoid redundant work,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#choose_algorithms_for_optimal_time_complexity,"Rely on built-in, language- or framework-optimized functions, typically implemented in efficient lower-level languages, instead of reimplementing common operations."
GCP.SOFTWARE.12,Optimize for search and retrieval,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#select_data_structures_for_efficiency,"Use hash maps or hash sets for near-constant-time lookups instead of linear searches through arrays, cutting the energy spent per query."
GCP.SOFTWARE.13,Minimize memory footprint,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#select_data_structures_for_efficiency,"Choose compact, efficient data structures to shrink an application's memory usage, which lowers power consumption and delays the need for hardware upgrades."
GCP.SOFTWARE.14,Use specialized structures,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#select_data_structures_for_efficiency,"Apply purpose-built structures, such as tries for prefix searches or priority queues for min/max access, when they fit the access pattern better than general-purpose collections."
GCP.SOFTWARE.15,Prefer event-driven logic over polling,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#optimize_cpu_utilization_and_idle_time,Replace busy-wait loops or periodic polling with event-driven triggers so processing only happens on demand.
GCP.SOFTWARE.16,Prevent constant high frequency,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#optimize_cpu_utilization_and_idle_time,"Avoid code patterns that force the CPU to run continuously at maximum frequency, so idle systems can drop into low-power states."
GCP.SOFTWARE.17,Use asynchronous processing,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#optimize_cpu_utilization_and_idle_time,"Use async processing so threads aren't blocked waiting on I/O, freeing compute resources for other work and improving overall utilization."
GCP.SOFTWARE.18,Strict memory management,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#manage_memory_and_disk_io_efficiently,"Proactively release memory that's no longer needed rather than holding large objects longer than necessary, to avoid resource bottlenecks."
GCP.SOFTWARE.19,Optimize disk I/O,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#manage_memory_and_disk_io_efficiently,Buffer writes in memory and flush to persistent storage at set intervals or size thresholds rather than performing frequent small disk operations.
GCP.SOFTWARE.20,Batch operations,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#manage_memory_and_disk_io_efficiently,"Consolidate many small disk reads and writes into fewer, larger batch operations, which consume less energy than numerous individual transactions."
GCP.SOFTWARE.21,Use compression,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#manage_memory_and_disk_io_efficiently,"Apply suitable data-compression techniques, such as Cloud Storage's decompressive transcoding, to reduce the volume of data written to and read from disk."
GCP.SOFTWARE.22,Minimize payload size,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#minimize_network_traffic,"Design APIs and applications to transfer only the fields a request actually needs, avoiding oversized JSON or XML payloads."
GCP.SOFTWARE.23,Reduce round-trips,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#minimize_network_traffic,"Adopt more efficient protocols and patterns -- HTTP/3 over HTTP/1.1, GraphQL over REST, binary protocols, and consolidated API calls -- to cut the number of network round-trips."
GCP.SOFTWARE.24,Minimization and compression,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#minimize_code_and_assets,"Strip unnecessary characters from JavaScript, CSS, and HTML with minification tools, and compress images and other assets as part of the CI/CD pipeline."
GCP.SOFTWARE.25,Lazy loading,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#minimize_code_and_assets,"Load images, videos, and other non-critical assets only when they're about to be needed, such as when scrolled into view, to cut initial data transfer."
GCP.SOFTWARE.26,Smaller JavaScript bundles,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#minimize_code_and_assets,"Use modern bundlers and tree shaking to strip unused code out of JavaScript bundles, producing smaller, faster-loading files."
GCP.SOFTWARE.27,Browser caching,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#minimize_code_and_assets,"Set HTTP caching headers so browsers store static assets locally, avoiding repeated downloads and unnecessary network traffic on return visits."
GCP.SOFTWARE.28,Efficient rendering,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#prioritize_lightweight_user_experience_ux,Minimize frequent DOM manipulation and unnecessary re-rendering to keep client-side rendering lightweight.
GCP.SOFTWARE.29,Lightweight design patterns,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#prioritize_lightweight_user_experience_ux,"Favor static sites or progressive web apps over heavier dynamic architectures, since they load faster and need fewer server resources."
GCP.SOFTWARE.30,Accessibility and performance,Develop Energy-Efficient Software,https://docs.cloud.google.com/architecture/framework/sustainability/energy-efficient-software#prioritize_lightweight_user_experience_ux,"Build responsive, fast-loading, accessible sites, since accessible design and lean performance typically go hand in hand with lower resource consumption."
GCP.STORAGE.1,Identify and eliminate duplication,Optimize Data and Storage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-storage#identify_and_eliminate_duplication,"Set policies against needless dataset replication, using centralized, access-controlled repositories as the single source of truth."
GCP.STORAGE.2,Remove shadow data and dark data,Optimize Data and Storage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-storage#remove_shadow_data_and_dark_data,"Use discovery tooling to find unauthorized copies and data of unknown value, then archive or delete it appropriately."
GCP.STORAGE.3,Minimize the data volume for AI workloads,Optimize Data and Storage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-storage#minimize_the_data_volume_for_ai_workloads,"Use sampling, aggregation, and synthetic data generation to keep model performance while avoiding storage of unnecessarily large raw datasets."
GCP.STORAGE.4,Integrate data quality checks,Optimize Data and Storage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-storage#integrate_data_quality_checks,Run automated validation and cleaning pipelines at ingestion so low-quality data doesn't waste storage and energy downstream.
GCP.STORAGE.5,Review the value density of data,Optimize Data and Storage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-storage#review_the_value_density_of_data,"Periodically assess high-volume datasets, like logs and IoT streams, to see whether aggregation or down-sampling can preserve useful information while shrinking storage footprint."
GCP.STORAGE.6,Critically evaluate the need for backups,Optimize Data and Storage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-storage#critically_evaluate_the_need_for_backups,"Keep backups only for data that is unique or expensive to recreate, and avoid retaining copies of easily regenerated data such as intermediate ETL output or ephemeral caches."
GCP.STORAGE.7,Select an appropriate Cloud Storage class,Optimize Data and Storage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-storage#storage-class,"Automate transitions of data to lower-carbon storage classes, such as Archive, based on how frequently it's accessed."
GCP.STORAGE.8,Implement aggressive data lifecycle policies,Optimize Data and Storage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-storage#implement_aggressive_data_lifecycle_policies,Define automated time-to-live rules for non-essential data such as logs and temporary artifacts so it's deleted automatically after a set period.
GCP.STORAGE.9,Mandate resource tagging,Optimize Data and Storage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-storage#mandate_resource_tagging,"Require consistent labels on storage resources for ownership, purpose, and retention period, enabling automated lifecycle management and emissions reporting."
GCP.STORAGE.10,Right-size and deprovision compute storage,Optimize Data and Storage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-storage#right-size_and_deprovision_compute_storage,"Regularly audit persistent disks for overprovisioning, delete unneeded snapshots, and apply retention policies to shrink underlying storage requirements."
GCP.STORAGE.11,Optimize the storage format,Optimize Data and Storage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-storage#optimize_the_storage_format,"Use compressed, columnar formats such as Parquet instead of row-based formats to cut disk-space use and improve read efficiency."
GCP.STORAGE.12,Select low-carbon storage regions,Optimize Data and Storage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-storage#select_low-carbon_storage_regions,"Store data in regions with cleaner grids, and use Organization Policy constraints to prevent resource creation in high-carbon locations."
GCP.STORAGE.13,Minimize replication,Optimize Data and Storage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-storage#minimize_replication,"Replicate data across regions only when required for disaster recovery or high availability, since cross-region replication meaningfully increases energy cost."
GCP.STORAGE.14,Optimize data processing locations,Optimize Data and Storage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-storage#optimize_data_processing_locations,Run compute-intensive processing in the same region as the data it reads to avoid the energy cost of unnecessary cross-region network transfer.
GCP.STORAGE.15,Optimize data movement for your partners and customers,Optimize Data and Storage,https://docs.cloud.google.com/architecture/framework/sustainability/optimize-storage#optimize_data_movement_for_your_partners_and_customers,Direct partners toward efficient transfer methods like Storage Transfer Service and consider Requester Pays buckets so the environmental cost of transfers is attributed appropriately.
GCP.MEASURE.1,Grant permissions,Continuously Measure and Improve,https://docs.cloud.google.com/architecture/framework/sustainability/continuously-measure-improve#establish-baseline,Grant relevant teams the Carbon Footprint Viewer IAM role so they can access carbon emissions data in the Google Cloud console.
GCP.MEASURE.2,Automate data export,Continuously Measure and Improve,https://docs.cloud.google.com/architecture/framework/sustainability/continuously-measure-improve#establish-baseline,Structure the resource hierarchy to reflect business units and configure automated exports of Carbon Footprint data to BigQuery for deeper analysis and custom reporting.
GCP.MEASURE.3,Define carbon-related key performance indicators (KPIs),Continuously Measure and Improve,https://docs.cloud.google.com/architecture/framework/sustainability/continuously-measure-improve#establish-baseline,"Establish metrics that connect emissions to business value, such as CO2e per customer, transaction, or revenue unit."
GCP.MEASURE.4,Prioritize by scope,Continuously Measure and Improve,https://docs.cloud.google.com/architecture/framework/sustainability/continuously-measure-improve#identify-hotspots,"Break down Carbon Footprint data by project, region, and service to quickly find the largest sources of emissions."
GCP.MEASURE.5,Use dual-accounting,Continuously Measure and Improve,https://docs.cloud.google.com/architecture/framework/sustainability/continuously-measure-improve#identify-hotspots,Evaluate regional carbon impact using both location-based emissions from the local grid and market-based emissions that reflect Google's carbon-free energy purchases.
GCP.MEASURE.6,Correlate with cost,Continuously Measure and Improve,https://docs.cloud.google.com/architecture/framework/sustainability/continuously-measure-improve#identify-hotspots,Join carbon and billing data in BigQuery so optimization decisions can weigh sustainability and cost together rather than cost alone.
GCP.MEASURE.7,Annotate data to measure return on effort (ROE),Continuously Measure and Improve,https://docs.cloud.google.com/architecture/framework/sustainability/continuously-measure-improve#identify-hotspots,"Tag carbon data with specific optimization events, such as a right-sizing change, so the resulting emissions reduction can be attributed to that action."
GCP.MEASURE.8,Decommission unattended projects,Continuously Measure and Improve,https://docs.cloud.google.com/architecture/framework/sustainability/continuously-measure-improve#optimize,"Use the unattended-project recommender alongside Carbon Footprint data to find and remove unused projects for immediate, verifiable emissions reduction."
GCP.MEASURE.9,Right-size resources,Continuously Measure and Improve,https://docs.cloud.google.com/architecture/framework/sustainability/continuously-measure-improve#optimize,"Apply Active Assist recommendations to match provisioned capacity to actual utilization, including choosing more efficient machine types for compute- and AI-heavy workloads."
GCP.MEASURE.10,Adopt carbon-aware scheduling,Continuously Measure and Improve,https://docs.cloud.google.com/architecture/framework/sustainability/continuously-measure-improve#optimize,"For batch workloads without strict timing needs, factor regional carbon-free energy data into scheduling and use Organization Policy to restrict new resources to low-carbon regions."
GCP.MEASURE.11,Reduce data sprawl,Continuously Measure and Improve,https://docs.cloud.google.com/architecture/framework/sustainability/continuously-measure-improve#optimize,"Apply data governance to move infrequently accessed data to cold storage or delete it outright, cutting storage-related energy use."
GCP.MEASURE.12,Refine application code,Continuously Measure and Improve,https://docs.cloud.google.com/architecture/framework/sustainability/continuously-measure-improve#optimize,Address code-level inefficiencies that cause excessive resource use or unnecessary computation.
GCP.MEASURE.13,Implement GreenOps governance,Continuously Measure and Improve,https://docs.cloud.google.com/architecture/framework/sustainability/continuously-measure-improve#institutionalize,"Stand up a formal function that combines Carbon Footprint and Cloud Billing data in shared dashboards, embedding sustainability into regular operational reviews."
GCP.MEASURE.14,Use Carbon Footprint data for reporting and compliance,Continuously Measure and Improve,https://docs.cloud.google.com/architecture/framework/sustainability/continuously-measure-improve#institutionalize,"Use Google's verified, auditable carbon data to support ESG disclosures and other stakeholder transparency requirements."
GCP.MEASURE.15,Invest in training and awareness,Continuously Measure and Improve,https://docs.cloud.google.com/architecture/framework/sustainability/continuously-measure-improve#institutionalize,"Provide mandatory training so teams can access, interpret, and act on carbon data and optimization recommendations in their daily work."
GCP.MEASURE.16,Define carbon requirements,Continuously Measure and Improve,https://docs.cloud.google.com/architecture/framework/sustainability/continuously-measure-improve#institutionalize,Add carbon-emission metrics as non-functional requirements in application acceptance criteria so low-carbon design is considered from the start of development.
GCP.MEASURE.17,Automate GreenOps,Continuously Measure and Improve,https://docs.cloud.google.com/architecture/framework/sustainability/continuously-measure-improve#institutionalize,"Use scripts, templates, and infrastructure-as-code to automatically apply Active Assist recommendations consistently across the organization."
GCP.CULTURE.1,Connect to the big picture,Culture,https://docs.cloud.google.com/architecture/framework/sustainability/culture#connect_to_the_big_picture,"Help teams see how their architectural choices contribute to the organization's sustainability commitments, turning abstract carbon metrics into tangible progress indicators."
GCP.CULTURE.2,Communicate financial and sustainability goals,Culture,https://docs.cloud.google.com/architecture/framework/sustainability/culture#communicate_financial_and_sustainability_goals,"Share sustainability objectives and progress transparently across the organization, including in financial reporting, so technical teams see their work as tied to public commitments."
GCP.CULTURE.3,Embrace a shared fate mindset,Culture,https://docs.cloud.google.com/architecture/framework/sustainability/culture#embrace_a_shared_fate_mindset,"Teach teams that Google manages the sustainability of the underlying cloud infrastructure while customers manage the sustainability of their own workloads, framing it as a shared partnership."
GCP.CULTURE.4,Provide role-based sustainability training,Culture,https://docs.cloud.google.com/architecture/framework/sustainability/culture#provide_role-based_sustainability_training,"Tailor sustainability education by role -- compute intensity for data scientists, code efficiency for developers, region selection for architects, utilization for operations, and strategic alignment for leadership."
GCP.CULTURE.5,Empower managers to advocate for sustainability,Culture,https://docs.cloud.google.com/architecture/framework/sustainability/culture#empower_managers_to_advocate_for_sustainability,"Give managers the data and authority to weigh environmental impact alongside business metrics, so they can champion greener infrastructure choices."
GCP.CULTURE.6,Align with industry standards and frameworks,Culture,https://docs.cloud.google.com/architecture/framework/sustainability/culture#align_with_industry_standards_and_frameworks,Ground sustainability efforts in recognized global and regional standards to keep them credible and measurable.
GCP.CULTURE.7,Define carbon KPIs and NFRs,Culture,https://docs.cloud.google.com/architecture/framework/sustainability/culture#define_carbon_kpis_and_nfrs,"Set specific, measurable sustainability targets, such as CO2 per request or per training run, and treat them as core technical requirements alongside latency and availability."
GCP.CULTURE.8,Measure return on effort,Culture,https://docs.cloud.google.com/architecture/framework/sustainability/culture#measure_return_on_effort,"Help teams find high-impact, low-effort sustainability improvements by giving visibility into carbon avoided relative to the effort required."
GCP.CULTURE.9,Recognize and celebrate carbon reduction,Culture,https://docs.cloud.google.com/architecture/framework/sustainability/culture#recognize_and_celebrate_carbon_reduction,"Make sustainability wins visible across the organization through dashboards and recognition, to build momentum for continued progress."
GCP.GUIDELINES.1,W3C Web Sustainability Guidelines,Industry Guidelines,https://docs.cloud.google.com/architecture/framework/sustainability/industry-guidelines#ws-guidelines,"Follow the W3C Web Sustainability Guidelines to build more energy-efficient websites and applications across the full lifecycle, from business strategy to infrastructure, reducing network traffic, client processing, and server load."
GCP.GUIDELINES.2,Green Software Foundation,Industry Guidelines,https://docs.cloud.google.com/architecture/framework/sustainability/industry-guidelines#gsg-guidelines,Adopt the Green Software Foundation's Software Carbon Intensity (SCI) specification as a common standard for measuring a software system's carbon emissions rate.
GCP.GUIDELINES.3,Greenhouse Gas Protocol,Industry Guidelines,https://docs.cloud.google.com/architecture/framework/sustainability/industry-guidelines#ghg-protocol,"Report emissions using the GHG Protocol, the widely adopted WRI/WBCSD standard for measuring, managing, and publicly disclosing greenhouse gas emissions, to keep sustainability data credible and auditable."
