RespondentID,ID,BPM Relevance,BPM Scope,Generic,BPM Justification,BPM Lifecycle,Discussion
claude-sustainability,GCP.MEASURE.15,2,Organizational/Governance,Yes,Mandatory training so teams can actually act on carbon data and recommendations is the kind of capability-building that determines whether any of the technical guidance here gets adopted at all.,Not Applicable,
claude-sustainability,GCP.MEASURE.16,3,"Process Data, Organizational/Governance",Yes,"Treating carbon as a non-functional requirement alongside latency and availability, from the start of development, is exactly the kind of institutionalization that prevents sustainability from being an afterthought -- core practice, and one any domain's NFRs could adopt.",Design,
claude-sustainability,GCP.MEASURE.17,2,Infrastructure/Platform,Yes,Automating consistent application of Active Assist recommendations via IaC scales good practice across an organization instead of relying on manual follow-through.,Not Applicable,
claude-sustainability,GCP.CULTURE.1,2,Organizational/Governance,Yes,"Helping teams see how architectural choices ladder up to organizational sustainability commitments is genuine, important culture work -- abstract but foundational to getting anything else adopted.",Not Applicable,
claude-sustainability,GCP.CULTURE.2,2,Organizational/Governance,Yes,"Transparent, shared sustainability goals across the organization, including in financial reporting, is real culture-and-governance infrastructure that determines whether technical teams treat this as a priority.",Not Applicable,
claude-sustainability,GCP.CULTURE.3,1,Organizational/Governance,Yes,"Framing shared responsibility between provider and customer is useful conceptual scaffolding, though it's more mindset than actionable practice.",Not Applicable,
claude-sustainability,GCP.CULTURE.4,2,Organizational/Governance,Yes,"Tailoring training by role -- compute intensity for data scientists, region selection for architects, and so on -- is a practical way to make the earlier technical guidance actually land.",Not Applicable,
claude-sustainability,GCP.CULTURE.5,2,Organizational/Governance,Yes,Giving managers authority and data to weigh environmental impact against business metrics is a real governance lever for making sustainability stick operationally.,Not Applicable,
claude-sustainability,GCP.CULTURE.6,2,Organizational/Governance,Yes,"Grounding sustainability work in recognized standards keeps it credible and comparable -- important governance hygiene, though not itself a technical practice.",Not Applicable,
claude-sustainability,GCP.CULTURE.7,3,"Process Data, Organizational/Governance",Yes,"Treating CO2 per request or training run as a core technical requirement, on par with latency and availability, is exactly the institutionalization that separates real sustainability programs from window dressing -- and it's a generic measurement-discipline argument, not one that depends on BPM.","Monitoring,Analysis",
claude-sustainability,GCP.CULTURE.8,2,Organizational/Governance,Yes,"Giving teams visibility into carbon avoided per unit of effort helps prioritize high-impact, low-effort work -- sound portfolio-management thinking applied to sustainability.",Analysis,
claude-sustainability,GCP.CULTURE.9,1,Organizational/Governance,Yes,"Recognition programs build momentum, though the sustainability content itself is more about behavior reinforcement than a technical or measurement practice.",Not Applicable,
claude-sustainability,GCP.GUIDELINES.1,2,"Organizational/Governance, Worker/Task",Yes,"Pointing to the W3C Web Sustainability Guidelines is a credible pointer to a comprehensive, full-lifecycle framework, from business strategy to infrastructure -- valuable as a reference even though this entry itself doesn't add new content.",Not Applicable,
claude-sustainability,GCP.GUIDELINES.2,2,"Organizational/Governance, Process Data",Yes,"Adopting the SCI specification as a common carbon-measurement standard is exactly the kind of shared methodology that makes carbon numbers comparable across teams and tools -- solid, even though this entry is itself just a pointer rather than the standard's content.",Not Applicable,
claude-sustainability,GCP.GUIDELINES.3,2,Organizational/Governance,Yes,"The GHG Protocol is the credible, widely-adopted backbone for any organizational emissions accounting; pointing to it is sound even though this entry doesn't add new guidance.",Not Applicable,
