ID,Name,Category,Reference,Guideline
GSF.DEV.13,Minimize the total number of deployed environments,Development,https://patterns.greensoftware.foundation/development/minimizing-deployed-environments,"Each additional deployed environment has an increasing energy impact, which in turn creates more emissions, so it is important to understand the necessity of each environment and its environmental impact."
GSF.DEV.14,Optimize agent orchestration to reduce unnecessary model calls,Development,https://patterns.greensoftware.foundation/development/optimize-agent-orchestration-reduce-model-calls,"Design agentic AI workflows to minimise redundant model invocations and unnecessary compute through caching, conditional logic, and efficient orchestration patterns."
GSF.DEV.15,Optimize data storage formats for AI training and inference,Development,https://patterns.greensoftware.foundation/development/data-handling/optimize-data-storage-ai-training,"Use efficient storage formats, compression, and indexing strategies for AI datasets and embeddings to reduce storage footprint, data transfer, and retrieval compute."
GSF.DEV.16,Optimize image size,Development,https://patterns.greensoftware.foundation/development/media-and-code-efficiency/properly-sized-images,"Ideally, stored pixel dimensions are exactly the same as, or smaller than, the display size in pixels so that no bandwidth or storage space is wasted on oversized images."
GSF.DEV.17,Reduce transmitted data,Development,https://patterns.greensoftware.foundation/development/data-handling/reduce-transmitted-data,"From an energy-efficiency perspective, it is better to minimize the size of the data transmitted so that less energy is required because the network traffic is reduced."
GSF.DEV.18,Remove unused CSS definitions,Development,https://patterns.greensoftware.foundation/development/media-and-code-efficiency/remove-unused-css,"CSS files are complex and require energy-intensive parsing and processing; each added CSS definition increases the amount of time and processing power needed, so unused rules should be removed."
GSF.DEV.19,Select efficient ML frameworks and inference runtimes,Development,https://patterns.greensoftware.foundation/development/select-efficient-ml-frameworks-inference-runtimes,Choose ML frameworks and inference runtimes that best match your hardware and workload to reduce compute overhead and improve energy efficiency.
GSF.DEV.20,Serve images in modern formats,Development,https://patterns.greensoftware.foundation/development/media-and-code-efficiency/serve-images-in-modern-formats,"Modern image formats can help reduce bandwidth, storage and computing requirements on the displaying device compared to legacy formats."
GSF.DEV.21,Terminate TLS at border gateway,Development,https://patterns.greensoftware.foundation/development/evaluate-whether-to-use-TLS-termination,"Transport Layer Security (TLS) ensures that data passed between web servers and browsers remains private and encrypted; however, repeatedly terminating and re-establishing TLS increases CPU usage, so terminating it at the border gateway can reduce overhead."
GSF.DEV.22,Use Asynchronous network calls instead of synchronous,Development,https://patterns.greensoftware.foundation/development/use-async-instead-of-sync,"When making calls across process boundaries to databases, file systems or REST APIs, relying on synchronous calls can cause the calling thread to become blocked and waste resources; asynchronous calls avoid this."
GSF.DEV.23,Use compiled languages,Development,https://patterns.greensoftware.foundation/development/media-and-code-efficiency/use-compiled-languages,"Interpreted languages re-parse and compile code on every execution, consuming more energy than pre-compiled binaries, which perform compilation once and run more efficiently."
GSF.DEV.24,Use right-sized and energy-efficient AI models,Development,https://patterns.greensoftware.foundation/development/right-sized-energy-efficient-ai-models,"Select and optimize AI models that are appropriately sized for the task to reduce compute, memory, and energy consumption during training and inference."
GSF.DEV.25,Use server-side rendering for high-traffic pages,Development,https://patterns.greensoftware.foundation/development/web-performance/use-server-side-rendering,"Server-side rendering pre-renders templates on the server rather than the client, reducing client-side energy consumption, improving load times and network round-trips, and enabling caching benefits for high-traffic sites."
GSF.OPS.1,Delete unused storage resources,Operations,https://patterns.greensoftware.foundation/operations/resource-lifecycle/delete-unused-storage-resources,"From an embodied carbon perspective, it is better to delete unused storage resources so that hardware use is efficient and the storage layer is optimised for the task."
GSF.OPS.2,Match utilization requirements of virtual machines (VMs),Operations,https://patterns.greensoftware.foundation/operations/capacity-management/match-utilization-requirements-of-vm,"It is better to have one VM running at a higher utilization than two running at low utilization rates, both in terms of energy proportionality and embodied carbon."
GSF.OPS.3,Match utilization requirements with pre-configured servers,Operations,https://patterns.greensoftware.foundation/operations/capacity-management/match-utilization-requirements-with-pre-configured-server,"It is better to have fewer, better-utilised pre-configured servers than many under-utilised ones, both in terms of energy proportionality and embodied carbon."
GSF.OPS.4,Optimise storage utilization,Operations,https://patterns.greensoftware.foundation/operations/resource-lifecycle/optimise-storage-resource-utilisation,"It is better to maximise storage utilisation so the storage layer is optimised for the task, both in terms of energy proportionality and embodied carbon."
GSF.OPS.5,Optimize average CPU utilization,Operations,https://patterns.greensoftware.foundation/operations/capacity-management/optimize-avg-cpu-utilization,"CPU usage and utilization varies throughout the day, sometimes wildly, for different computational requirements, so optimizing average CPU utilization improves overall efficiency."
GSF.OPS.6,Optimize peak CPU utilization,Operations,https://patterns.greensoftware.foundation/operations/capacity-management/optimize-peak-cpu-utilization,"CPU usage and utilization varies throughout the day, sometimes wildly, for different computational requirements, so optimizing peak CPU utilization reduces the need for over-provisioned capacity."
GSF.OPS.7,Optimize power consumption for edge AI inference,Operations,https://patterns.greensoftware.foundation/operations/optimize-edge-ai-power-performance,Address power optimization on resource-constrained edge devices running AI inference through scheduling and thermal management techniques.
GSF.OPS.8,Remove unused assets,Operations,https://patterns.greensoftware.foundation/operations/resource-lifecycle/remove-unused-assets,"Unused cloud resources such as databases, storage buckets, and compute instances continue to consume energy and generate embodied carbon, so they should be identified and removed."
GSF.OPS.9,Scale down applications when not in use,Operations,https://patterns.greensoftware.foundation/operations/capacity-management/scale-down-unused-applications,"Applications consume CPU even when they are not actively in use, for example through background timers, garbage collection, and health checks, so idle applications should be scaled down."
GSF.OPS.10,Scale down kubernetes applications when not in use,Operations,https://patterns.greensoftware.foundation/operations/capacity-management/scale-down-kubernetes-workloads,Dev and test Kubernetes clusters can turn off nodes outside of office hours to avoid consuming energy when workloads are not in use.
GSF.OPS.11,Scale infrastructure with user load,Operations,https://patterns.greensoftware.foundation/operations/capacity-management/scale-infrastructure-with-user-load,"Most applications run without taking resource demand into consideration, resulting in underused and inefficient resources; scaling infrastructure with actual user load avoids this waste."
GSF.OPS.12,Scale Kubernetes workloads based on relevant demand metrics,Operations,https://patterns.greensoftware.foundation/operations/capacity-management/scale-kubernetes-workloads-based-on-events,"Scaling workloads based on relevant demand metrics that drive application scaling, such as HTTP requests, queue length, and cloud alerting events, can help reduce resource utilization."
GSF.OPS.13,Set storage retention policies,Operations,https://patterns.greensoftware.foundation/operations/resource-lifecycle/set-retention-policy-on-storage-resources,"From an embodied carbon perspective, it is better to have an automated mechanism to delete unused storage resources so that hardware use remains efficient."
GSF.OPS.14,Time-shift Kubernetes cron jobs,Operations,https://patterns.greensoftware.foundation/operations/time-shift-kubernetes-cron-jobs,"Carbon-aware time scheduling involves scheduling workloads, such as Kubernetes cron jobs, to execute when electricity carbon intensity is low."
GSF.OPS.15,Use carbon-aware scheduling and region selection for AI workloads,Operations,https://patterns.greensoftware.foundation/operations/carbon-aware-ai-scheduling,Reduce the carbon impact of AI workloads by running them in lower-carbon-intensity grid regions or during periods of high renewable energy availability.
GSF.OPS.16,Use circuit breaker patterns,Operations,https://patterns.greensoftware.foundation/operations/capacity-management/use-circuit-breaker,"If a dependent application is not reachable, all network requests against it will fail and future network requests are futile; a circuit breaker avoids wasting resources on these futile calls."
GSF.OPS.17,Scan for vulnerabilities,Operations,https://patterns.greensoftware.foundation/operations/scan-for-vulnerabilities,"Implement vulnerability scanning and endpoint detection and response (EDR) tools to minimize the window of opportunity for attackers and mitigate potential malicious usage of resources, reducing the unnecessary embodied carbon emissions from compromised infrastructure."
GSF.OPS.18,Use cloud native network security tools and controls,Operations,https://patterns.greensoftware.foundation/operations/use-cloud-native-network-security-tools-and-controls,"Implement network and web application firewalls to block unauthorized transmissions and filter traffic at the source, using cloud-native security tools that scale dynamically with demand to reduce unnecessary data transmission and energy consumption."
GSF.OPS.19,Use DDoS protection,Operations,https://patterns.greensoftware.foundation/operations/use-ddos-protection,"Implement DDoS protection services from cloud providers to mitigate distributed denial-of-service attacks that waste environmental resources through excessive, meaningless requests."
GSF.REQ.1,Encrypt what is necessary,Requirements,https://patterns.greensoftware.foundation/requirements/encrypt-what-is-necessary,"Data protection through encryption is a crucial aspect of security measures; however, the encryption process can be resource-intensive at multiple levels, so only encrypt what is actually necessary."
GSF.REQ.2,Match your service level objectives to business needs,Requirements,https://patterns.greensoftware.foundation/requirements/match-slo,"If service downtime is acceptable, it is better not to strive for the highest availability but to design the solution according to real business needs; lower availability guarantees can help reduce energy consumption by using fewer infrastructure components."
GSF.REQ.3,Shed lower priority traffic,Requirements,https://patterns.greensoftware.foundation/requirements/shed-lower-priority-traffic,"When resources are constrained during high-traffic events or when carbon intensity is high, more carbon emissions are generated; shedding lower-priority traffic avoids adding resources that introduce more embodied carbon and electricity demand."
