ID,Name,Category,Reference,Guideline
GSF.C.6,Evaluate other CPU architectures,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/evaluate-other-cpu-architectures,„Other CPU architectures besides x86_64 should be evaluated for the application with energy efficiency and execution performance in mind.”
GSF.C.7,Terminate TLS at border gateway,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/evaluate-whether-to-use-TLS-termination,„Terminate TLS at your border gateway and continue with non-TLS to your application load balancer and onwards to your workload.”
GSF.C.8,Implement stateless design,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/implement-stateless-design,"„Remove state from your design to reduce the in-memory or on-disk data required by the workload to function, hence requiring smaller compute sizes for hosting. State can be either externalized in a noSQL database or an in-memory cache service.”"
GSF.C.9,Match your service level objectives to business needs,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/match-slo,„Adjust your solution design to the service level your actual end users require.”
GSF.C.10,Match utilization requirements of virtual machines (VMs),Cloud,https://patterns.greensoftware.foundation/catalog/cloud/match-utilization-requirements-of-vm,"„Rightsize your VMs by changing the number of resources allocated to a VM to match the utilization requirements of the VM. For example, adding a vCPU if the VM is running high CPU utilization or removing memory if the server is not using all of its allocated memory.”"
GSF.C.11,Match utilization requirements with pre-configured servers,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/match-utilization-requirements-with-pre-configured-server,„Rightsize your machine by selecting a pre-configured server that better matches the utilization requirements of the process.”
GSF.C.12,Minimize the total number of deployed environments,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/minimizing-deployed-environments,"„From an energy-efficiency perspective, it's better to minimize the amount of deployed environments for an application so that less resources are provisioned and less energy is required.”"
GSF.C.13,Optimise storage utilization,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/optimise-storage-resource-utilisation,„Move storage resources away from underutilised storage resources.
GSF.C.14,Optimize average CPU utilization,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/optimize-avg-cpu-utilization,"„Optimizing average CPU utilization means driving the average utilization value to an optimal level. To find that optimal level, you must understand how your system reacts to traffic and scale issues. If you system can scale quickly, a higher average CPU is ideal. If you system cannot scale quickly, lower average CPU values are generally better to provide additional buffer to support the longer scale times. From an energy efficiency perspective, optimizing and reducing the average CPU utilization values for your system reduces the overall energy required to support traffic and can make your system hardware requirements more predictable overall.From a hardware efficiency perspective, optimizing and reducing the average CPU utilization values for your system reduces the amount of resources needed to support traffic. If the traffic in your system spikes quickly, that typically requires resources to be on stand-by and under utilized. This pattern would reduce the amount of resources required to support traffic.”"
GSF.C.15,Optimize impact on customer devices and equipment,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/optimize-impact-on-customer-equipment,„Understand the devices and equipment your customers use to consume your services. Implement software patterns and architectures to minimize the need for customers to replace devices and upgrade equipment. A few examples on how this could be achieved: Implement new features using code that is backwards compatible with older hardware and operating system versions or disable them on older hardware only so the application can still be used. Support older browser versions and optimize the UX for an older tier of CPUs. Optimize network bandwidth for older devices or customers that have limited connectivity“
GSF.C.16,Optimize peak CPU utilization,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/optimize-peak-cpu-utilization,"„Optimizing peak CPU utilization can take many different forms but the key is to understand the processes utilizing your CPU and what actions drive increases and decreases. For example, loading a user's full profile could potentially require dozens of database queries, data processing threads and UI rendering that can drive CPU usage up. Adding caching layers, reducing the amount of data being transmitted and rendered, or queuing non-urgent requests up for later processing are good examples of ways to optimize CPU utilization and flatten out some of the spikes your system may see. From an energy efficiency perspective, optimizing and reducing the peak CPU utilization values for your system reduces the overall energy required to support traffic and can make your system hardware requirements more predictable overall. From a hardware efficiency perspective, optimizing and reducing the peak CPU utilization values for your system reduces the amount of resources needed to support traffic. If the traffic in your system spikes quickly, that typically requires resources to be on stand-by and under utilized. This pattern would reduce the amount of resources required to support traffic.”"
GSF.C.17,Queue non-urgent processing requests,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/queue-non-urgent-requests,„Utilize a message queue so requests that do not require immediate processing are queued.”
GSF.C.18,Reduce transmitted data,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/reduce-transmitted-data,“Minimize the size of data transmitted by only sending properties or values deemed necessary.”
GSF.C.19,Remove unused assets,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/remove-unused-assets,"„Decommission unused assets to free consumed resources. Consolidate resources, for example different database instances with a only a few tables could be moved into one instance. Review generated assets if they contain redundant content and handle them accordingly. Inspect storage buckets if unused assets can be removed.“"
GSF.C.20,Scale down kubernetes applications when not in use,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/scale-down-kubernetes-workloads,"„Scale down Kubernetes applications (Deployments, StatefulSets) based on time (out of office hours). Turning off an application means scaling its pods to zero. The scaled down Kubernetes resources can be selected using Labels or Annotations.”"
GSF.C.21,Scale down applications when not in use,Cloud,https://app.notion.com/p/Green-Software-Foundation-Patterns-d720d51581c047a4953dbe3daae689e8?pvs=21,„The best way to mitigate this is to scale down applications and hardware that are not in use on a schedule. Cloud vendors and software solutions (e.g. Kubernetes) provide various efficient ways of achieving this.”
GSF.C.22,Scale infrastructure with user load,Cloud,https://app.notion.com/p/Green-Software-Foundation-Patterns-d720d51581c047a4953dbe3daae689e8?pvs=21,"„The solution involves reviewing workloads for predictable patterns and identifying periods of low or no activity where resources can be scaled back. Scaling back resources during periods of low utilisation eliminates excess capacity and improves efficiency. In addition, reducing the total number of resources used also reduces the amount of embodied carbon. Underutilized Virtual Machines, for example, can be easily identified by inspecting the CPU load over time. These resources can be consolidated, shut down on a schedule and/or removed.”"
GSF.C.23,Scale Kubernetes workloads based on relevant demand metrics,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/scale-kubernetes-workloads-based-on-events,"„Implement a custom scaler for your application, or use KEDA to help you build event-driven Kubernetes applications, to allow scaling down to zero when there is no demand. In addition to scaling Kubernetes applications based on relevent scaling metrics (or events), cluster auto-scaling and bursting capabilities are also used to scale infrastructure based on demand.”"
GSF.C.24,Scan for vulnerabilities,Cloud,https://app.notion.com/p/Green-Software-Foundation-Patterns-d720d51581c047a4953dbe3daae689e8?pvs=21,"„The EDR capabilities provide advanced attack detections and are able to take response actions to remediate those threats. The unnecessary resource usage created by these common attacks can quickly be discovered and remediated, often without the intervention of a security analyst.”"
GSF.C.25,Set storage retention policies,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/set-retention-policy-on-storage-resources,„Set a retention policy on storage resources to automate the deletion of unused storage resources.“
GSF.C.26,Shed lower priority traffic,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/shed-lower-priority-traffic,"„From an energy efficiency perspective, shedding lower priority traffic during high traffic and high carbon intensity periods will reduce the overall energy required to support traffic. From a hardware efficiency perspective, shedding lower priority traffic during high traffic and high carbon intensity periods will reduce the total number of hardware resources needed to support traffic.”"
GSF.C.27,Time-shift Kubernetes cron jobs,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/time-shift-kubernetes-cron-jobs,"„Kubernetes recurrent Jobs (such as ML Training Jobs, Batchs, etc.) are implemented [as CronJobs](https://kubernetes.io/docs/concepts/workloads/controllers/cron-jobs/). They can be time shifted by using **carbon intensity Forecast data** (24h usually, depdening on the Electricity data provider), to calculate the best time in the future to execute the job.”"
GSF.C.28,Use Asynchronous network calls instead of synchronous,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/use-async-instead-of-sync,"„Using asynchronous patterns frees the calling thread from being blocked on the response and, as such, additional work can be achieved without CPU cycles being consumed.”"
GSF.C.29,Use circuit breaker patterns,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/use-circuit-breaker,"„Circuit breaker patterns reject the request to the other application if health checks against the other application have failed to complete successfully. In this case a lot of network requests, and energy, can be saved. The circuit breaker will reset itself automatically, if health checks against the other application are successful again.“"
GSF.C.30,Use cloud native network security tools and controls,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/use-cloud-native-network-security-tools-and-controls,"„Filter ingress and egress traffic at the source to block any unauthorized data transmissions. Use cloud native security tools, as they scale based on demand, and only the necessary infrastructure resources.“"
GSF.C.31,Use serverless cloud services,Cloud,https://patterns.greensoftware.foundation/catalog/cloud/use-serverless,„Evaluate serverless based on your application requirements.”
GSF.WEB.1,Avoid chaining critical requests,Web,https://patterns.greensoftware.foundation/catalog/web/avoid-chaining-critical-requests,"„From an energy efficiency perspective, avoiding critical request chains reduces the overall energy required to render a page by using loading time more efficiently without a serialized set of requests and allowing the user to begin interacting with the content earlier, potentially negating the need for any further rendering and energy consumption.”"
GSF.WEB.2,Avoid an excessive DOM size,Web,https://patterns.greensoftware.foundation/catalog/web/avoid-excessive-dom-size,"Keep the necessary HTML as small as possible and strip unneeded elements from it. Use advanced strategies of the frontend framework used to reduce the DOM size additionally. When rendering large lists, for example, use these techniques:

    Angular: Use virtual scrolling with the component dev kit
    React: Use ""windowing"" libraries like react-window"
GSF.WEB.3,Avoid tracking unnecessary data,Web,https://patterns.greensoftware.foundation/catalog/web/avoid-tracking-unnecessary-data,"From an energy efficiency perspective, avoiding tracking unnecessary user data will reduce the overall workload for page loads and decrease overall page weight of the site."
GSF.WEB.4,Defer offscreen images,Web,https://patterns.greensoftware.foundation/catalog/web/defer-offscreen-images,"Use on demand loading for images which are unlikely to be displayed on 
first page load. This can be done via the newer browser attribute loading=""lazy"" on the image tag and can also be https://github.com/mfranzke/loading-attribute-polyfill for older browsers."
GSF.WEB.5,Deprecate GIFs for animated content,Web,https://patterns.greensoftware.foundation/catalog/web/deprecate-gifs,"Convert the source material of the GIF to MP4 to receive a higher quality at lower file size. If that is not possible, the GIF can also be directly converted to reduce the file size while maintaining the quality of the GIF.
Even higher compression ratios can be achieved by inspecting the content of the GIF. Depending on the content other techniques may provide even better solutions, such as CSS animations, SVG animations and image formats that also support animations."
GSF.WEB.6,Enable text compression,Web,https://patterns.greensoftware.foundation/catalog/web/enable-text-compression,"Enable all supported compression formats on the server, allowing clients to use the best available format."
GSF.WEB.7,Keep request counts low,Web,https://patterns.greensoftware.foundation/catalog/web/keep-request-counts-low,Reduce the amount of files needed and requests made by the loaded JavaScript in order to display the final page.
GSF.WEB.8,Minify web assets,Web,https://patterns.greensoftware.foundation/catalog/web/minify-web-assets,"Minify web assets to reduce page size and network bandwidth while delivering the content. At scale, even a small reduction in size can have a significant impact."
GSF.WEB.9,Minimize main thread work,Web,https://patterns.greensoftware.foundation/catalog/web/minimize-main-thread-work,For long running JavaScript computations (e.g. computations that run longer than a few 100 ms) try to use WebWorkers and run them in another thread while keeping the main rendering thread free. Consider moving the JavaScript computation to efficient server implementations that use optimized algorithms.
GSF.WEB.10,Optimize image size,Web,https://patterns.greensoftware.foundation/catalog/web/properly-sized-images,"The ideal scenario is for the web browser to download the image in a size that is nearest to the display size, in order to save bandwidth and processing cost in the web browser. The generation can be done in multiple ways, for example inside the CI/CD pipeline or via a third party service (for example via Image-CDNs)."
GSF.WEB.11,Remove unused CSS definitions,Web,https://patterns.greensoftware.foundation/catalog/web/remove-unused-css,"Remove all unused CSS definitions if they aren't used on the website at all. Also consider combining multiple CSS files into one file to reduce the amount of requests, and therefore time, the browser needs to retrieve all CSS definitions at once."
GSF.WEB.12,Serve images in modern formats,Web,https://patterns.greensoftware.foundation/catalog/web/serve-images-in-modern-formats,"Test which image format give the best compression ratio, visual quality and device coverage for the website use cases. Use the best image format to serve the images on the website."
GSF.WEB.13,Use server-side rendering for high-traffic pages,Web,https://patterns.greensoftware.foundation/catalog/web/use-server-side-rendering,"Consider using server-side rendering as a method to reduce energy consumption on the client side. Frameworks like Angular or React already provide solutions on how to implement this efficiently. Server side rendering can improve site loading times (including rendering time on slower hardware), reduce network requirements (less round trips needed), and utilize caching (pre-rendered pages can be stored on the client device)."
