ID,Name,Reference,Guideline
W3C.UX.17,Take a More Sustainable Approach to Animation,https://w3c.github.io/sustyweb/#take-a-more-sustainable-approach-to-animation,"Animation can be both CPU and GPU-intensive and have implications for accessibility. While visually appealing and useful in certain situations, care and attention should be taken when considering the use of a high emissions technology."
W3C.UX.14,"Write With Purpose, in an Accessible, Easy To Understand Format",https://w3c.github.io/sustyweb/#write-with-purpose-in-an-accessible-easy-to-understand-format,"Everyone should be able to understand what you've written without wasting time staring at a screen or jumping from page to page looking for answers, whether they have accessibility requirements or not. This also means avoiding using technical language (without explanations) and including enough information to help direct people (and search engines) from page to page."
W3C.UX.18,Take a More Sustainable Approach to Typefaces,https://w3c.github.io/sustyweb/#take-a-more-sustainable-approach-to-typefaces,"Since the advent of the modern web, the ability to include embedded fonts and provide a more customized experience has seen their use explode. They aren't always the most performant option (which poses emissions hazards) and come with a few issues such as Flash Of Unstyled Content (FOUC) / Flash Of Unstyled Text (FOUT) which should be addressed."
W3C.UX.19,Provide Suitable Alternatives to Web Assets,https://w3c.github.io/sustyweb/#provide-suitable-alternatives-to-web-assets,"Media, images, fonts, and documents enrich the Internet. The problem is that people may not want to watch a video, listen to an audio file, look at an image, or use a specific application. By providing alternative formats to anything you embed, you ensure the widest possible audience can benefit from it (and reduced carbon output will occur as the alternative text will induce less consumer hardware thrashing than its rich media alternative)."
W3C.UX.15,Take a More Sustainable Approach to Image Assets,https://w3c.github.io/sustyweb/#take-a-more-sustainable-approach-to-image-assets,"Of all the data that comprises the largest over-the-wire transfer rates within the average website or application, images are usually those that are responsible due to their quantity and usefulness. As such, doing all you can to reduce their size and unnecessary loading will be beneficial for sustainability."
W3C.UX.16,Take a More Sustainable Approach to Media Assets,https://w3c.github.io/sustyweb/#take-a-more-sustainable-approach-to-media-assets,Video and audio-heavy websites are often those that can have significant sustainability costs in terms of storage and carbon intensity for viewers who have to process the media with their devices to watch them (draining batteries). Optimizing such assets as much as possible is critical for a sustainable product or service.
W3C.UX.25,"Conduct Regular Audits, Regression, and Non-Regression Tests",https://w3c.github.io/sustyweb/#conduct-regular-audits-regression-and-non-regression-tests,"Products and services at any stage of a project can suffer bugs or issues that need to be resolved. Fixing these regressions also generates additional development and environmental costs. By resolving such issues, you can reduce the chances of a visitor giving up on a session and thereby reduce the amount of wasted energy your website emits overall."
W3C.UX.23,Reduce the Impact of Downloadable or Physical Documents,https://w3c.github.io/sustyweb/#reduce-the-impact-of-downloadable-or-physical-documents,"Printing or downloading documents can both be a net benefit and a net cost in terms of sustainability as it can reduce repeat requests to websites, but the act of printing (especially when unoptimized) wastes valuable ink and paper."
W3C.UX.26,Incorporate Performance Testing Into Each Major Release-Cycle,https://w3c.github.io/sustyweb/#incorporate-performance-testing-into-each-major-release-cycle,"Try to ethically measure how efficient a visitor's experience is by analyzing the performance of the website or application and how it has been constructed, by doing so you might be able to reduce any issues they may have encountered previously, decrease loading times, and reduce the burden of loading unnecessary pages."
W3C.UX.21,Support Non-Graphic Ways To Interact With Content,https://w3c.github.io/sustyweb/#support-non-graphic-ways-to-interact-with-content,"Certain visitors such as those with visual disabilities or speech agents (like Amazon Alexa) may rely on an experience without the graphical part of an interface. As such, they potentially may use less data or may have a different carbon impact on the Web."
W3C.UX.20,"Provide Accessible, Usable, Minimal Web Forms",https://w3c.github.io/sustyweb/#provide-accessible-usable-minimal-web-forms,"Understandably, businesses want to know more about their customers, but a key part of sustainability is being ethical towards visitors and as such, the right to privacy is considered paramount. Don't demand information when it's not required and not only will this help visitors complete transactions quicker (reducing emissions), it will help with legal compliance such as GDPR."
W3C.UX.22,Provide Useful Notifications To Improve The Visitor's Journey,https://w3c.github.io/sustyweb/#give-useful-notifications-to-improve-the-visitor-s-journey,"Notifications whether through the browser or messaging can be potentially useful, but only used in moderation. Spam and the lack of control are contributing sources of Internet emissions and as such, businesses should aim to reduce such actions."
W3C.UX.24,Create a Stakeholder-Focused Testing & Prototyping Policy,https://w3c.github.io/sustyweb/#create-a-stakeholder-focused-testing-prototyping-policy,The organization has policies and practices in place to incorporate stakeholder-focused testing and prototyping into its product development cycles.
W3C.WEBDEV.2,"Minify Your HTML, CSS, and JavaScript",https://w3c.github.io/sustyweb/#minify-your-html-css-and-javascript,"Whitespace holds no value when it's being presented to the visitor (unless they view the source code), by using minification, valuable data savings can be made which will reduce loading times."
W3C.UX.29,Incorporate Compatibility Testing Into Each Release-Cycle,https://w3c.github.io/sustyweb/#incorporate-compatibility-testing-into-each-release-cycle,"Compatibility is a critical part of the sustainability mindset and should be prioritized through all products and services. If individuals wish to use older devices (or cannot upgrade due to cost) or do not wish to upgrade as frequently, it will reduce the amount of e-waste that enters the system. If something doesn't work, it's also likely to result in visitors suffering a wasted effort, potentially leading to refused access to your service (and thereby emitting further emissions)."
W3C.UX.27,Incorporate Value Testing Into Each Major Release-Cycle,https://w3c.github.io/sustyweb/#incorporate-value-testing-into-each-major-release-cycle,"Occasionally, you may find that features you have developed for a product or service have little to no active users or could be better implemented to bring better value. Undertaking research to identify redundancy allows you to optimize your codebase (and reduce emissions)."
W3C.WEBDEV.1,Identify Relevant Technical Indicators,https://w3c.github.io/sustyweb/#identify-relevant-technical-indicators,"Performance is a key part of the sustainability mindset as reductions in loading times can have a considerable impact on energy loads within CPU, GPU, RAM, and hard drive caching (among other variables), as such ensuring a performant product is essential."
W3C.WEBDEV.3,Use Code-Splitting Within Projects,https://w3c.github.io/sustyweb/#use-code-splitting-within-projects,"When dealing with heavy components (such as JavaScript), the ability to modularize them into smaller pieces that can be loaded as and when required reduces the amount of redundancy and serves as a great way to make your scripts more sustainable."
W3C.UX.28,Incorporate Usability Testing Into Each Minor Release-Cycle,https://w3c.github.io/sustyweb/#incorporate-usability-testing-into-each-minor-release-cycle,Researching a product or service and how it is used over time allows you to iterate and ensure the features and functionality being offered match how user-needs change over time. Doing so will help you reduce code redundancy further and reduce emissions through optimization.
W3C.WEBDEV.4,Apply Tree Shaking To Code,https://w3c.github.io/sustyweb/#apply-tree-shaking-to-code,"Often when coding, projects can accumulate clutter and functions that are no longer used (due to newer, more effective features being developed). By utilizing tree shaking techniques, all the ""dead wood"" will be automatically dropped upon compilation, reducing a file's size."
W3C.WEBDEV.9,Resolve Render Blocking Content,https://w3c.github.io/sustyweb/#resolve-render-blocking-content,"The ability to work around render-blocking issues is a great addition to the web. From deferring code, to lazy loading, to asynchronous loading, each has its use case and each can have the potential to reduce or give performance benefits to a website or application."
W3C.WEBDEV.7,Rigorously Assess Third-Party Services,https://w3c.github.io/sustyweb/#rigorously-assess-third-party-services,"Whether advertising, chatbots, maps, or other tooling; outsourcing your service to a third-party provider may be potentially useful in certain scenarios in reducing design or development time and redundancy (which can be a win for sustainability). Third-party services, however, come with issues, such as the lack of control over emissions, and they often can potentially suffer from latency and large file sizes which may not exist if you self-hosted or created the material."
W3C.WEBDEV.8,Use HTML Elements Correctly,https://w3c.github.io/sustyweb/#use-html-elements-correctly,"HTML semantics are important. They don't just play a key role in making the Web look the way it does, they have a function in accessibility, SEO, and even in sustainability. Ensuring that you markup your content correctly and avoid cluttering your markup wastefully will reduce emissions."
W3C.WEBDEV.10,Provide Code-Based Way-Finding Mechanisms,https://w3c.github.io/sustyweb/#provide-code-based-way-finding-mechanisms,"Helping visitors avoid wasting their time can reduce the number of emissions from time spent in front of a screen. As such, by using existing technologies like metadata, robots files, and accessibility-friendly aids within the page, improvements to the experience can be made."
W3C.WEBDEV.5,Ensure Your Solutions Are Accessible,https://w3c.github.io/sustyweb/#ensure-your-solutions-are-accessible,"Not everyone can access services equally, being sustainable is also about being accessible, fair, ethical, and ensuring that your product or service doesn't discriminate. As such, ensuring your website complies with best practices and relevant laws whilst meeting the needs of your visitors is critical as well as good business."
W3C.WEBDEV.6,Avoid Code Duplication,https://w3c.github.io/sustyweb/#avoid-code-duplication,"Redundancy is the enemy of sustainability. Having systems in place to ensure that everyone can work from established patterns, the website or application remains clean and easy to use, and iteration over redesign is firmly in the mindset that will help promote sustainable practices. It's also worth being wary of abstracting code too early (see AHA methodology) or incorrectly, as while good abstractions can be more efficient, poor ones can waste effort and introduce complexity, bloat, and bugs to your codebase which can lead to emissions."
W3C.WEBDEV.18,Include Files That Are Automatically Expected,https://w3c.github.io/sustyweb/#include-files-that-are-automatically-expected,"Search engines and browsers regularly examine websites, requesting specific files by default (they expect them to exist). If the files don't exist, this will lead to potential errors and emissions being caused when they could be created, especially as the files offer SEO, user-experience, and other benefits to visitors."
W3C.WEBDEV.11,Validate Form Errors and External Input,https://w3c.github.io/sustyweb/#validate-form-errors-and-external-input,"Entering information on a page can lead to problems. If a visitor makes a mistake along the way, it makes good sense to have systems in place to guide them through resolving the typos, confusion, and glitches that can occur which lead to abandonment and extra emissions through wasted device usage."
W3C.WEBDEV.16,Ensure Your Scripts Are Secure,https://w3c.github.io/sustyweb/#ensure-your-scripts-are-secure,"The dangers of scripting are well known, and vulnerabilities are discovered with increasing regularity. As such, it's of ethical benefit for authors to ensure all code used regularly passes security processes."
W3C.WEBDEV.14,Develop a Mobile-First Layout,https://w3c.github.io/sustyweb/#develop-a-mobile-first-layout,"Visitors approach our products and services on a wide variety of devices these days. Ensuring that your device works on the widest range of devices and differing screen resolutions ensures that you will have a compatible website or application. As such, visitors can actively choose to browse on devices that emit less carbon if they wish."
W3C.WEBDEV.12,Use Metadata Correctly,https://w3c.github.io/sustyweb/#use-metadata-correctly,"Search engines and social networks make use of the content within a website, by ensuring that your metadata is correctly marked up, you can reduce emissions by improving way-finding."
W3C.WEBDEV.15,Use Beneficial JavaScript and Its APIs,https://w3c.github.io/sustyweb/#use-beneficial-javascript-and-its-api-s,"When new best practices or if beneficial scripting guidance exists that will improve the visitor experience, following it should be of the highest priority (only using scripts ethically should be promoted)."
W3C.WEBDEV.17,Manage Dependencies Appropriately,https://w3c.github.io/sustyweb/#manage-dependencies-appropriately,"While JavaScript may not cause the most website bloat, it can cause very high emissions in terms of CPU load due to the rendering process, thereby it makes sense to consider the use of dependencies and third-party code carefully."
W3C.WEBDEV.13,Adapt to User Preferences,https://w3c.github.io/sustyweb/#adapt-to-user-preferences,"Sustainability benefits can be generated in numerous ways, by making sure that your website adheres to the requests made by a browser for specific conditions to be taken into account (such as CSS media and preference queries), you can unlock benefits for the visitor, and as a by-product reduce your emissions. It's worth noting that the introduction of user preferences and APIs has increased the risk of visitor fingerprinting and privacy issues."
W3C.WEBDEV.23,Take Advantage of Native Features,https://w3c.github.io/sustyweb/#take-advantage-of-native-features,"Ensuring that your code is free of redundancy by using pre-existing functionality provided by the web browser is important as it will help you to reduce the amount of time wasted, re-creating the same components, this offers obvious sustainability benefits in terms of time in front of the screen."
W3C.WEBDEV.24,"Run Fewer, Simpler Queries As Possible",https://w3c.github.io/sustyweb/#run-fewer-simpler-queries-as-possible,"Making multiple requests whether HTTP or within a database has a carbon cost as infrastructure has to send that information back and forth. As such, managing how you store and use data locally for a visitor will help reduce wasted cycles."
W3C.WEBDEV.21,Align Technical Requirements With Sustainability Goals,https://w3c.github.io/sustyweb/#align-technical-requirements-with-sustainability-goals,"Every product or service is different, and each will require a different set of tooling to accomplish the most sustainable result. Deciding whether to go with a bulky framework, Static Site Generator (SSG), or a Content Management System (CMS) takes careful planning based on client or service requirements."
W3C.WEBDEV.20,Avoid Using Deprecated or Proprietary Code,https://w3c.github.io/sustyweb/#avoid-using-deprecated-or-proprietary-code,"The Web is full of dead, often proprietary code, created using standards that have been superseded or by groups that aren't recognized. By following recognized coding standards, you ensure that your code will be rendered properly by browsers (and reduce the potential for added emissions occurring from unmaintained rendering processes)."
W3C.WEBDEV.19,Use Plaintext Formats When Appropriate,https://w3c.github.io/sustyweb/#use-plaintext-formats-when-appropriate,"Several small assets can be included within a website, conferring a range of benefits upon the website or application that utilizes them. They each have a low carbon footprint, so while they do create emissions, it's worth including them for the benefits they provide."
W3C.WEBDEV.22,Use the Latest Stable Language Version,https://w3c.github.io/sustyweb/#use-the-latest-stable-language-version,"Languages evolve regularly, and it's important for security and performance reasons to keep on top of the technology stack you are using. It's also important to consider whether the language you are using is appropriate or optimized for the task you wish to use it for."
W3C.OPS.8,Be Mindful of Duplicate Data,https://w3c.github.io/sustyweb/#be-mindful-of-duplicate-data,"For security reasons and in accordance with a Service-Level Agreement (SLA), it is often recommended to duplicate data to make sure it remains available if a problem occurs. This should be balanced with the cost of such duplication. Not all data is critical and, rather than overcompensating with multiple saves, duplication should be designed with efficiency in mind."
W3C.OPS.5,Limit Usage of Additional Environments,https://w3c.github.io/sustyweb/#limit-usage-of-additional-environments,"Decommission or switch off additional environments, such as testing / Quality Assurance QA) / re-production and other such environments when they are not useful."
W3C.OPS.3,Compress Your Files,https://w3c.github.io/sustyweb/#compress-your-files,"Every file will take up a certain amount of room on a server's hard drive, and this data will need to be sent across the wire to each visitor. Doing so will consume resources, but by using compression algorithms you can shrink each file to make its journey less impactful."
W3C.OPS.2,Optimize Browser Caching,https://w3c.github.io/sustyweb/#optimize-browser-caching,"Browser caching reduces the requirement for files to need to be constantly reloaded from the server, and in certain situations, it can even allow for files to be viewed offline (or in the case of a reverse proxy, send immediate recurring requests without additional calculation or computation from the server). As such, this will have sustainability and performance benefits (for instance by greatly reducing Time-To-First-Byte)."
W3C.OPS.1,Choose a Sustainable Hosting Provider,https://w3c.github.io/sustyweb/#choose-a-sustainable-hosting-provider,"In addition to reducing the environmental impacts of a website, choose a hosting service that mitigates the remaining impacts. To make sure of this, there are many criteria to look for."
W3C.OPS.6,Automate To Fit the Needs,https://w3c.github.io/sustyweb/#automate-to-fit-the-needs,"Any tasks, especially repetitive, that can be automated should be automated (compilation, deployment, tests, etc.) to reduce time at the computer being wasted by people."
W3C.OPS.7,Maintain a Relevant Refresh Frequency,https://w3c.github.io/sustyweb/#maintain-a-relevant-refresh-frequency,"Only send data from the server when the visitor needs it. As much as possible, you can rely on client-side or server-side cache and client-side / local storage. Rather than refreshing data on a given frequency, it might be up to the visitor to manually ask for a refresh."
W3C.OPS.4,Use Error Pages and Redirects Carefully,https://w3c.github.io/sustyweb/#use-error-pages-and-redirects-carefully,"Navigation errors lead to mistakes, which lead to visitors wasting time trying to resolve them, or abandoning a website altogether. Anything that can be done to interject, predict, and way-find around potential problems will reduce emissions over time."
W3C.OPS.11,Use the Lowest Infrastructure Tier Meeting Business Requirements,https://w3c.github.io/sustyweb/#use-the-lowest-infrastructure-tier-meeting-business-requirements,"Select infrastructure with minimal specifications meeting business requirements of performance, availability, etc."
W3C.OPS.10,Consider CDNs and Edge Caching,https://w3c.github.io/sustyweb/#consider-cdn-s-and-edge-caching,Edge caching and CDN delivery can help optimize the sustainable delivery of digital services by optimizing how your website's traffic is transferred over the internet.
W3C.OPS.9,Enable Asynchronous Processing and Communication,https://w3c.github.io/sustyweb/#enable-asynchronous-processing-and-communication,"Depending on carbon intensity, some processes and communications should be delayed and sometimes batched. This could also be a way to reduce the workload on a server or Virtual Machine (VM). In such cases, visitors should be warned that the process is asynchronous and notified when it is over."
W3C.BIZ.1,Have an Ethical and Sustainability Product Strategy,https://w3c.github.io/sustyweb/#have-an-ethical-and-sustainability-product-strategy,"Create a publicly available statement in an easy-to-find location on your website that outlines a clear commitment to prioritize ethics and sustainability ESG standards that align with the organization's mission, vision, and values and include statements specific to digital products, services, policies, and programs. This should be done while actively promoting such efforts (with evidence) using social channels."
W3C.BIZ.2,Assign a Sustainability Representative,https://w3c.github.io/sustyweb/#assign-a-sustainability-representative,"Having someone within an organization who represents sustainability as a core agenda makes good sense due to the accessibility, performance, financial, and other benefits that can occur from following best practices."
W3C.BIZ.3,Raise Awareness and Inform,https://w3c.github.io/sustyweb/#raise-awareness-and-inform,Businesses should not only reference their own materials showcasing how they are working towards becoming sustainable but cite existing sustainability best practices to help others looking to make similar changes within their own work or personal environments.
W3C.OPS.12,Store Data According to Visitor Needs,https://w3c.github.io/sustyweb/#store-data-according-to-visitor-needs,"Optimize storage of data according to what is most important, relevant, and required in service to visitors. This will help to avoid unnecessary storage of data that may not be useful or valuable, which will reduce required infrastructure, power, and data transfer."
W3C.BIZ.9,Support Mandatory Disclosures and Reporting,https://w3c.github.io/sustyweb/#support-mandatory-disclosures-and-reporting,The organization discloses and reports its ESG impact on at least an annual basis.
W3C.BIZ.6,Define Clear Organizational Sustainability Goals and Metrics,https://w3c.github.io/sustyweb/#define-clear-organizational-sustainability-goals-and-metrics,"Define sustainability goals for the organization to meet and incorporate into its business model. Pair each goal with at least one clear, achievable metric or Key Performance Indicator (KPI)."
W3C.BIZ.4,Communicate the Ecological Impact of User Choices,https://w3c.github.io/sustyweb/#communicate-the-ecological-impact-of-user-choices,"Allowing the visitor to take action to reduce their emissions is key to helping them play a part in becoming more sustainable. By helping them identify when choices they make could have an environmental impact (and by how much) and then providing them with the tooling choices to reduce their footprint, you can empower them to make a lasting difference."
W3C.BIZ.7,Verify Your Efforts Using Established Third-Party Business Certifications,https://w3c.github.io/sustyweb/#verify-your-efforts-using-established-third-party-business-certifications,Business certifications can fill the gaps left by incomplete sustainability legislation. Ensuring a business complies with third-party certifications will help verify and apply an objective level of rigor to an organization's sustainability efforts.
W3C.BIZ.10,Create One or More Impact Business Models,https://w3c.github.io/sustyweb/#create-one-or-more-impact-business-models,"An Impact Business Model enables an organization to incorporate specific impact initiatives into one or more business models for generating revenue, often making them ""green by default"" and folding impact initiatives into the organization's operating system. Moreover, being able to calculate the return on investment in terms of sustainability your product or service will bring is important to identifying whether it poses a net-positive or net-negative effect on the environment."
W3C.BIZ.8,Implement Sustainability Onboarding Guidelines,https://w3c.github.io/sustyweb/#implement-sustainability-onboarding-guidelines,"The organization has clear onboarding and training processes that include ESG policies and practices with explicit references to digital sustainability and responsibility. Ensure that onboarding utilizes a ""green by default"" process and avoids being an opt-in procedure. This applies equally at an organizational level and to visitors and consumers of your products and services."
W3C.BIZ.5,Estimate a Product or Service's Environmental Impact,https://w3c.github.io/sustyweb/#estimate-a-product-or-service-s-environmental-impact,"Being able to identify key issues with your website or application is essential, and while not a foolproof method, using tooling can help you achieve an overall idea about the state of your product or service's environmental state (as such tools can do for accessibility)."
W3C.BIZ.12,Implement Continuous Improvement Procedures,https://w3c.github.io/sustyweb/#implement-continuous-improvement-procedures,"The organization has policies and practices in place to embrace experimentation, foster a growth mindset, support organizational agility, and provide continuous improvement. Product creators should iterate, regularly, though never at the cost of getting things done (such as working on larger, long-term features)."
W3C.BIZ.14,Establish if a Digital Product or Service Is Necessary,https://w3c.github.io/sustyweb/#establish-if-a-digital-product-or-service-is-necessary,Ensure that the product or service you are creating offers value to visitors and doesn't duplicate existing functionality (without bringing something new to the table) as this redundancy wastes digital and physical resources.
W3C.BIZ.15,Determine the Functional Unit,https://w3c.github.io/sustyweb/#determine-the-functional-unit,The functional unit of a product is a quantified description of the performance requirements that the product fulfills. Ensure you identify the requirements of your product before development.
W3C.BIZ.17,Share Economic Benefits,https://w3c.github.io/sustyweb/#share-economic-benefits,"The organization shares the economic benefits of its digital products, services, policies, and programs."
W3C.BIZ.13,Document Future Updates and Evolutions,https://w3c.github.io/sustyweb/#document-future-updates-and-evolutions,"Products or services are updated regularly. Ensure that additions, changes, deprecations, removals, fixes, or security patches are documented in an easy-to-read document with details that showcase how such changes affect the visitor (or how they can take advantage of new features)."
W3C.BIZ.16,Create a Supplier Standards of Practice,https://w3c.github.io/sustyweb/#create-a-supplier-standards-of-practice,"The organization collaborates with suppliers, authors, clients, and other partners on initiatives that are both mutually beneficial and create positive social and environmental outcomes."
W3C.BIZ.11,Follow a Product Management and Maintenance Strategy,https://w3c.github.io/sustyweb/#follow-a-product-management-and-maintenance-strategy,The organization has clearly defined governance policies around how it manages and maintains digital products and services over time.
W3C.BIZ.19,"Use Justice, Equity, Diversity, Inclusion (JEDI) Practices",https://w3c.github.io/sustyweb/#use-justice-equity-diversity-inclusion-jedi-practices,"The organization has public policies and practices supporting racial justice, inclusion, equity, and diversity in hiring and operations."
W3C.BIZ.24,Include Organizational Philanthropy Policies,https://w3c.github.io/sustyweb/#include-organizational-philanthropy-policies,For-profit organizations have clear philanthropy policies and practices in place to help non-profit organizations build digital capacity and acumen while also engaging their own teams in meaningful work that promotes shared learning and stretch goals.
W3C.BIZ.23,Include Responsible Financial Policies,https://w3c.github.io/sustyweb/#include-responsible-financial-policies,"The organization implements responsible finance strategies, including divesting from fossil fuels and appropriately resourcing digital products and services to account for long-term care and maintenance."
W3C.BIZ.20,Promote Responsible Data Practices,https://w3c.github.io/sustyweb/#promote-responsible-data-practices,"The organization has devised and implemented a responsible data strategy that prioritizes data privacy and promotes more ethical uses of data, including disposal and data sustainability practices."
W3C.BIZ.18,Share Decision-Making Power With Appropriate Stakeholders,https://w3c.github.io/sustyweb/#share-decision-making-power-with-appropriate-stakeholders,"Ensuring that everyone has a seat at the table is important to promoting voices who may not otherwise have their voices heard, and potentially getting useful ideas from fresh sources."
W3C.BIZ.21,Implement Appropriate Data Management Procedures,https://w3c.github.io/sustyweb/#implement-appropriate-data-management-procedures,"Expired or unused data has a cost, takes up space, and requires maintenance. As such, the ability for customers to manage their own data and for service providers to manage older website material which no longer applies but might still have use will be a carbon benefit."
W3C.BIZ.22,Promote and Implement Responsible Emerging Technology Practices,https://w3c.github.io/sustyweb/#promote-responsible-emerging-technology-practices,"The organization has devised and implemented responsible policies related to artificial intelligence, the Internet of Things (IoT), Web3 (Decentralized Web, blockchain, etc), and related emerging technologies."
W3C.BIZ.29,Create a Business Continuity and Disaster Recovery Plan,https://w3c.github.io/sustyweb/#create-a-business-continuity-and-disaster-recovery-plan,Resilience of the product or service in case of a disaster or emergency should be ensured to restore and maintain operations in case of disruptions.
W3C.BIZ.25,Plan for a Digital Product or Service's Care and End-of-Life,https://w3c.github.io/sustyweb/#plan-for-a-digital-product-or-service-s-care-and-end-of-life,"Everything ends at some point, planning for if and when a product or service is finalized makes good ethical sense to ensure customers can be transitioned toward a replacement rather than losing access to their data."
W3C.BIZ.27,Define Performance and Environmental Budgets,https://w3c.github.io/sustyweb/#define-performance-and-environmental-budgets,"Setting targets and limits regarding your product or service is important for keeping a sustainable mindset. Using budgets, you can declare the remits of which you will work within to ensure your emissions do not fall outside (and monitor your progress through development)."
W3C.BIZ.28,Use Open Source Tools,https://w3c.github.io/sustyweb/#use-open-source-tools,"The organization has clear policies about using open source tools, including how it gives back to the community and responsibly manages code repositories to reduce waste."
W3C.BIZ.26,"Include E-Waste, Right-To-Repair, and Recycling Policies",https://w3c.github.io/sustyweb/#include-e-waste-right-to-repair-and-recycling-policies,"The organization addresses e-waste, right-to-repair, recycling, and related practices in its operations."
